energy,time,I0,I6
2440.0188162431100,1.0,60000,3000
2441.0188146191100,1.0,60000,3000
2442.0188309525500,1.0,60000,3000
2443.018862924660,1.0,60000,3000
2444.0188619817500,1.0,60000,3000
2445.0188719209800,1.0,60000,3000
2446.0188904124200,1.0,60000,3000
2447.018868729300,1.0,60000,3000
2448.0188972665300,1.0,60000,3000
2449.0188808428100,1.0,60000,3000
2450.0189100616100,1.0,60000,3000
2451.0188895182,1.0,60000,3000
2452.0189100247800,1.0,60000,3000
2453.018922670390,1.0,60000,3000
2454.018925095540,1.0,60000,3000
2455.018914937040,1.0,60000,3000
2456.0189367077000,1.0,60000,3000
2457.0189412656000,1.0,60000,3000
2458.0189732245600,1.0,60000,3000
2459.018983327120,1.0,60000,3000
2460.0189691918300,1.0,60000,3000
2461.0189755841200,1.0,60000,3000
2462.0190002778800,1.0,60000,3000
2463.0189937844300,1.0,60000,3000
2464.019001021050,1.0,60000,3000
2465.019019750900,1.0,60000,3000
2465.21902846924,1.0,60000,3000
2465.4190356459300,1.0,60000,3000
2465.6190412617200,1.0,60000,3000
2465.818997886380,1.0,60000,3000
2466.0190003117500,1.0,60000,3000
2466.2190011184400,1.0,60000,3000
2466.4190477307500,1.0,60000,3000
2466.6190452531200,1.0,60000,3000
2466.819041098990,1.0,60000,3000
2467.019035249050,1.0,60000,3000
2467.219027684010,1.0,60000,3000
2467.41901838458,1.0,60000,3000
2467.6190548401900,1.0,60000,3000
2467.819042024900,1.0,60000,3000
2468.0190274172700,1.0,60000,3000
2468.2190585393300,1.0,60000,3000
2468.4190402999300,1.0,60000,3000
2468.6190202101900,1.0,60000,3000
2468.8190458247400,1.0,60000,3000
2469.0190219871900,1.0,60000,3000
2469.219043836970,1.0,60000,3000
2469.4190637807500,1.0,60000,3000
2469.6190341817600,1.0,60000,3000
2469.819050244610,1.0,60000,3000
2470.019064343360,1.0,60000,3000
2470.219076458640,1.0,60000,3000
2470.4190389101200,1.0,60000,3000
2470.6190469894100,1.0,60000,3000
2470.8190530270500,1.0,60000,3000
2471.019057003630,1.0,60000,3000
2471.219058899740,1.0,60000,3000
2471.4190586959700,1.0,60000,3000
2471.6190563728900,1.0,60000,3000
2471.8190519110800,1.0,60000,3000
2472.019045291110,1.0,60000,3000
2472.2190842523700,1.0,60000,3000
2472.4190732686300,1.0,60000,3000
2472.619060068380,1.0,60000,3000
2472.819092423670,1.0,60000,3000
2473.0190747429400,1.0,60000,3000
2473.2190547873200,1.0,60000,3000
2473.4190803614800,1.0,60000,3000
2473.6191036435800,1.0,60000,3000
2473.819076768210,1.0,60000,3000
2474.019095396830,1.0,60000,3000
2474.21906380723,1.0,60000,3000
2474.419077704380,1.0,60000,3000
2474.6190892119900,1.0,60000,3000
2474.819098310550,1.0,60000,3000
2475.019104980530,1.0,60000,3000
2475.2191092024100,1.0,60000,3000
2475.4191109566600,1.0,60000,3000
2475.6191102237500,1.0,60000,3000
2475.8191069841300,1.0,60000,3000
2476.019101218260,1.0,60000,3000
2476.219092906580,1.0,60000,3000
2476.419082029540,1.0,60000,3000
2476.6191165659400,1.0,60000,3000
2476.819100510370,1.0,60000,3000
2477.0191298508900,1.0,60000,3000
2477.2191085384700,1.0,60000,3000
2477.4191326047800,1.0,60000,3000
2477.619105957180,1.0,60000,3000
2477.8191246709100,1.0,60000,3000
2478.019092609730,1.0,60000,3000
2478.219105892470,1.0,60000,3000
2478.4191164357300,1.0,60000,3000
2478.6191242199100,1.0,60000,3000
2478.8191292253800,1.0,60000,3000
2479.0191314325000,1.0,60000,3000
2479.21913082163,1.0,60000,3000
2479.4191273731400,1.0,60000,3000
2479.6191210673600,1.0,60000,3000
2479.8191118846600,1.0,60000,3000
2480.0191479890700,1.0,60000,3000
2480.2191330044100,1.0,60000,3000
2480.419115083830,1.0,60000,3000
2480.619142424060,1.0,60000,3000
2480.8191185834800,1.0,60000,3000
2481.0191399861600,1.0,60000,3000
2481.2191583959800,1.0,60000,3000
2481.419125533170,1.0,60000,3000
2481.619137887260,1.0,60000,3000
2481.8191471893700,1.0,60000,3000
2482.0191534197900,1.0,60000,3000
2482.219156558800,1.0,60000,3000
2482.4191565866600,1.0,60000,3000
2482.6191534836400,1.0,60000,3000
